id	tsne_1	tsne_2	pca_1	pca_2	pca_3	pca_4	pca_5
NODE_0000000	-0.82354534	-46.602932	-0.05896101633606756	-0.04027415800083513	0.017830949637289754	0.002193148576988315	0.0038847629967168804
B	-0.82354534	-46.602932	-0.058961016336067415	-0.04027415800083446	0.017830949637289928	0.002193148576985016	0.0038847629967151765
rec_parent	-8.358107	54.48987	-0.030046267899211915	0.0047759049459682595	0.019418863519055654	0.022506705441026436	-0.00645716182749021
XA	5.41264	-31.337698	-0.06762571615534006	-0.031911191305076754	-0.00038473113544231847	0.004471489575458706	0.013897759278829502
XAB	-54.535294	2.1561964	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918273	-0.011462735576275208
XAA	-54.570087	2.762005	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.001203444450191829	-0.011462735576275154
XAC	-54.70881	3.203267	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918297	-0.01146273557627518
XAF	-52.970146	3.0752444	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAD	-52.970146	3.0752444	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAE	-49.394352	-0.31616437	0.008824694711500882	0.016141423556951064	0.009157414491310823	0.00015187790914993304	-0.013184908524200227
XAG	-49.351376	-0.1912994	0.007791400773456481	0.01658962116855204	0.00941923862414583	0.0002186141008036842	-0.011649418747798472
XAK	-16.562862	-44.08216	-0.03581718017014801	-0.03290951841550041	0.002715903703870717	-0.004061615695976017	0.004985887846185241
XAJ	17.620913	42.497448	-0.00012239670411651305	0.01704785063067228	0.0017573693735052538	0.010172254594539309	-0.013686078442548459
XAH	-52.117485	2.5369072	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAP	-54.996212	3.101021	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAN	16.129795	36.00481	-0.001013289540050198	0.02036744059183085	0.002032166253756094	0.009495772276848904	-0.01522298119337937
XAL	-15.775493	41.377804	0.0014631557696673516	-0.005070442167228215	-0.006944595349493621	-0.029075849217020062	-0.02086291783115089
XAM	-50.78141	7.3689384	-0.002671729666716863	0.018528018775337385	0.008354314906566435	0.0066435748946342505	0.0008539867960013193
XAQ	-53.252285	1.6871048	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAR	-49.65677	1.9501386	0.014146092740956028	0.012112675821790144	0.007658780849415578	-0.0013089184059461925	-0.008610467216504611
XAS	16.129232	35.677753	-0.001013289540050198	0.02036744059183085	0.002032166253756094	0.009495772276848904	-0.01522298119337937
XAT	-53.204494	1.6863534	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAU	-53.587555	1.1169516	0.01173295982992415	0.015592000768848181	0.007722206512034949	-0.0012034444501918293	-0.011462735576275177
XAW	-15.049114	41.09683	-0.023929768975694946	0.011741336695840147	-0.013052110699533496	-0.038509758849677035	-0.015838560674914248
XAV	16.060623	36.318947	-0.001013289540050198	0.02036744059183085	0.002032166253756094	0.009495772276848904	-0.01522298119337937
